speed_actual,speed_target,soc,ice_torque,nox,fuel,fuel_tot_gps,co2_tp_gps,engine_on,ice_speed_rpm,em2_torque_nm,brake_perc,em1_torque_ist_nm,em2_torque_ist_nm,sun_speed_rpm,ring_speed_rpm
1.0816007,50.0,0.70073557,-17.047394,0.0,49.87607955932617,1.2914958,-0.00042444468,True,3409.527587890625,302.1409912109375,0.0,12.585306167602539,-1.3990026712417603,559.4039916992188,-1.5238007307052612
2.0734177,50.0,0.69936925,78.0862,0.008788332,70.0,3.064417,-0.0040347576,True,3630.225830078125,421.0,0.0,2.190920352935791,4.73252534866333,1504.576904296875,-39.15966033935547
2.719993,50.0,0.6995515,151.44041,0.025527671,70.0,4.728883,-0.004950762,True,4000.0,421.0,0.0,-15.657196044921875,56.09077835083008,3186.51611328125,-29.56435203552246
4.4219475,50.0,0.6985664,212.51682,0.04958958,70.0,5.8786006,-0.009342372,True,4000.0,421.0,0.0,-43.19978713989258,151.9160614013672,5362.04833984375,-33.53970718383789
6.8785973,50.0,0.69769543,250.37296,0.06914831,70.0,6.8381553,-0.01132822,True,4000.0,421.0,0.0,-71.53504180908203,288.02783203125,7500.177734375,3.5610404014587402
10.392171,50.0,0.6974835,277.31854,0.082441896,70.0,7.612873,-0.006072998,True,4000.0,421.0,0.0,-97.25959014892578,400.2617492675781,8582.984375,131.96875
14.13773,50.0,0.6975478,296.2777,0.08740811,70.0,8.178028,0.000109791756,True,4000.0,421.0,0.0,-119.53289031982422,397.7989501953125,8614.1533203125,257.71368408203125
17.842411,50.0,0.69785774,300.0,0.084865384,70.0,8.560935,0.003432393,True,4000.0,421.0,0.0,-129.0724639892578,405.3958740234375,8744.330078125,322.70318603515625
21.577919,50.0,0.69835633,300.0,0.077717945,70.0,8.782955,0.0015864968,True,4000.0,421.0,0.0,-132.17970275878906,402.6446838378906,8868.5791015625,352.0074768066406
25.158537,50.0,0.69889736,300.0,0.06915295,70.0,8.89082,-0.0035703778,True,4000.0,421.0,0.0,-131.46417236328125,404.666259765625,8963.2099609375,370.8639221191406
28.625488,50.0,0.6994192,300.0,0.061200477,70.0,8.934637,-0.010004222,True,4000.0,421.0,0.0,-132.236572265625,414.08258056640625,8943.2763671875,414.1702575683594
