event,duration,epoch,loss
rollout_and_loss,1.3381273746490479,110,0.29730457
rollout_and_loss,1.335439682006836,111,10.281371
rollout_and_loss,1.3350369930267334,112,2.7641866
rollout_and_loss,1.3352150917053223,113,0.1424001
rollout_and_loss,1.333874225616455,114,33.232666
rollout_and_loss,1.3365778923034668,115,8.902836
rollout_and_loss,1.334383487701416,116,0.14245234
rollout_and_loss,1.3346590995788574,117,4.5840416
rollout_and_loss,1.3354780673980713,118,0.09039828
rollout_and_loss,1.3335230350494385,119,5.2185016
rollout_and_loss,1.336369276046753,120,0.15033405
rollout_and_loss,1.3346095085144043,121,11.527432
rollout_and_loss,1.335306167602539,122,0.21972942
rollout_and_loss,1.3351666927337646,123,4.734807
rollout_and_loss,1.3348758220672607,124,0.3631654
rollout_and_loss,1.335193157196045,125,4.7344217
rollout_and_loss,1.333364725112915,126,0.13030909
rollout_and_loss,1.33351469039917,127,1.0230857
rollout_and_loss,1.3367071151733398,128,5.1323805
rollout_and_loss,1.3345763683319092,129,4.1374545
rollout_and_loss,1.335806131362915,130,0.02413825
rollout_and_loss,7.195258617401123,131,0.22995168
rollout_and_loss,1.3388862609863281,132,0.13770388
rollout_and_loss,1.3366758823394775,133,0.17774187
rollout_and_loss,1.338080883026123,134,2.312728
rollout_and_loss,1.3405063152313232,135,0.18167411
rollout_and_loss,1.3386645317077637,136,0.14155768
rollout_and_loss,1.3392822742462158,137,0.07783956
rollout_and_loss,1.3402819633483887,138,0.3580216
rollout_and_loss,1.3379507064819336,139,0.20550969
rollout_and_loss,1.3395764827728271,140,0.1307736
rollout_and_loss,1.3400931358337402,141,1.0958351
rollout_and_loss,1.3394837379455566,142,0.51319844
rollout_and_loss,1.3414392471313477,143,1.0240903
rollout_and_loss,1.339233636856079,144,9.741592
rollout_and_loss,1.3406612873077393,145,5.421728
rollout_and_loss,1.3442835807800293,146,76.000275
rollout_and_loss,1.3415334224700928,147,0.23356548
rollout_and_loss,1.3429133892059326,148,12.098597
rollout_and_loss,1.3399269580841064,149,8.07015
rollout_and_loss,1.3414289951324463,150,8.188331
rollout_and_loss,1.343289852142334,151,0.22695029
rollout_and_loss,1.3431031703948975,152,6.9685493
rollout_and_loss,1.3407182693481445,153,0.38103092
rollout_and_loss,1.3398182392120361,154,0.2336849
rollout_and_loss,1.3418514728546143,155,0.114093654
rollout_and_loss,1.3414080142974854,156,10.320731
rollout_and_loss,1.3391027450561523,157,0.16805317
rollout_and_loss,1.3416051864624023,158,0.169802
rollout_and_loss,1.340404748916626,159,0.086895086
rollout_and_loss,1.3419501781463623,160,7.36272
rollout_and_loss,1.3453733921051025,161,0.12505479
