Emissions Summary
=================
Samples used: 3599
Step size (dt): 0.500 s
Total distance (km): 39.725531
Total NOx (mg): 3644.519
Overall NOx (mg/km): 91.742
Overall NOx pass (<=80 mg/km): False

NOx by WLTC phase
=================
phase,duration_s,distance_km,nox_mg,nox_mg_per_km,pass_80mg_per_km
low,589,9.578255,2141.828,223.614,False
medium,433,13.877114,1006.676,72.542,True
high,455,12.920919,371.428,28.746,True
extra_high,323,3.349243,124.587,37.199,True

NOx per km segments
====================
Kilometer, NOx (mg/km), NOx_Pass (<=80 mg/km)
1, 884.94, False
2, 250.38, False
3, 233.43, False
4, 218.78, False
5, 179.31, False
6, 88.09, False
7, 83.27, False
8, 81.96, False
9, 80.77, False
10, 225.00, False
11, 45.58, True
12, 8.04, True
13, 32.13, True
14, 56.51, True
15, 68.88, True
16, 72.50, True
17, 72.38, True
18, 71.42, True
19, 313.79, False
20, 19.81, True
21, 3.41, True
22, 23.07, True
23, 29.12, True
24, 22.87, True
25, 14.10, True
26, 6.84, True
27, 1.65, True
28, 0.00, True
29, 0.00, True
30, 1.03, True
31, 41.10, True
32, 55.49, True
33, 57.75, True
34, 58.50, True
35, 59.12, True
36, 59.56, True
37, 32.05, True
38, 45.92, True
39, 37.99, True
Partial (0.33 km), 24.13, True
