ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,3.0,298.0,1.0,2500.0,0.0,NaN,0.0
3390.1353,11.944594,298.0,1.0,3390.1353,0.0,NaN,0.0
4500.0,14.723154,298.0,1.0,4500.0,0.0,NaN,11.073923
4405.1616,12.791288,298.0,1.0,4405.1616,0.0,NaN,8.87559
4006.2976,10.715621,298.0,1.0,4006.2976,0.0,NaN,11.479291
3795.0752,10.773324,298.0,1.0,3795.0752,0.0,NaN,14.801645
4110.724,9.266602,298.0,1.0,4110.724,0.0,NaN,6.2389045
3999.7627,10.903131,298.0,1.0,3999.7627,0.0,NaN,5.242401
4254.466,10.287131,298.0,1.0,4254.466,0.0,NaN,0.16947985
4068.9116,18.010237,298.0,1.0,4068.9116,0.0,NaN,8.122486
4136.764,17.025772,298.0,1.0,4136.764,0.0,NaN,12.68039
4406.203,10.27087,298.0,1.0,4406.203,0.0,NaN,8.66248
3812.137,16.820505,298.0,1.0,3812.137,0.0,NaN,11.034698
4181.334,15.983099,298.0,1.0,4181.334,0.0,NaN,5.779499
4322.637,13.375538,298.0,1.0,4322.637,0.0,NaN,5.054316
4444.7056,10.363022,298.0,1.0,4444.7056,0.0,NaN,2.036962
4018.746,4.427864,298.0,1.0,4018.746,0.0,NaN,14.647579
4356.657,10.9413805,298.0,1.0,4356.657,0.0,NaN,5.544081
3953.087,9.373868,298.0,1.0,3953.087,0.0,NaN,9.879372
4035.8923,5.687258,298.0,1.0,4035.8923,0.0,NaN,9.309589
4011.25,4.787773,298.0,1.0,4011.25,0.0,NaN,5.7402077
4201.859,7.1061363,298.0,1.0,4201.859,0.0,NaN,8.759698
4345.947,8.74779,298.0,1.0,4345.947,0.0,NaN,9.658456
4220.0547,12.261313,298.0,1.0,4220.0547,0.0,NaN,0.0
4268.7266,10.640028,298.0,1.0,4268.7266,0.0,NaN,8.518648
4047.8103,17.838934,298.0,1.0,4047.8103,0.0,NaN,6.1334996
4402.7905,11.421564,298.0,1.0,4402.7905,0.0,NaN,5.8507442
4271.8496,8.997022,298.0,1.0,4271.8496,0.0,NaN,7.3269577
4238.8306,9.696033,298.0,1.0,4238.8306,0.0,NaN,2.5535822
4094.35,11.624058,298.0,1.0,4094.35,0.0,NaN,4.596573
3797.562,15.185367,298.0,1.0,3797.562,0.0,NaN,4.239851
4499.736,18.579748,298.0,1.0,4499.736,0.0,NaN,0.0
4317.008,16.84575,298.0,1.0,4317.008,0.0,NaN,4.2901783
3802.0522,10.1179285,298.0,1.0,3802.0522,0.0,NaN,2.210313
4127.8594,10.937914,298.0,1.0,4127.8594,0.0,NaN,8.5775585
4359.67,6.086275,298.0,1.0,4359.67,0.0,NaN,7.571587
4447.118,12.31322,298.0,1.0,4447.118,0.0,NaN,11.3155365
4500.0,8.355163,298.0,1.0,4500.0,0.0,NaN,4.0602417
4441.759,11.329141,298.0,1.0,4441.759,0.0,NaN,14.380848
4173.225,13.211161,298.0,1.0,4173.225,0.0,NaN,6.3858895
4396.721,14.189369,298.0,1.0,4396.721,0.0,NaN,6.715232
4227.6245,7.356811,298.0,1.0,4227.6245,0.0,NaN,4.723659
4086.952,8.171866,298.0,1.0,4086.952,0.0,NaN,4.558426
4446.2617,6.489135,298.0,1.0,4446.2617,0.0,NaN,9.254604
4226.653,4.347181,298.0,1.0,4226.653,0.0,NaN,7.671711
3945.6584,11.078655,298.0,1.0,3945.6584,0.0,NaN,2.4579167
4058.3591,5.049616,298.0,1.0,4058.3591,0.0,NaN,12.737459
3902.3066,6.415137,298.0,1.0,3902.3066,0.0,NaN,2.7816505
4500.0,11.388166,298.0,1.0,4500.0,0.0,NaN,0.0
4500.0,10.109323,298.0,1.0,4500.0,0.0,NaN,5.1810293
3810.794,11.30264,298.0,1.0,3810.794,0.0,NaN,8.64279
4116.5825,10.171797,298.0,1.0,4116.5825,0.0,NaN,4.1967335
3716.7002,8.973088,298.0,1.0,3716.7002,0.0,NaN,4.5068684
4144.833,16.21713,298.0,1.0,4144.833,0.0,NaN,10.616273
4258.662,11.501591,298.0,1.0,4258.662,0.0,NaN,7.4965296
4102.5986,8.800274,298.0,1.0,4102.5986,0.0,NaN,3.9849133
4111.9805,11.4260435,298.0,1.0,4111.9805,0.0,NaN,8.293819
3875.443,17.391422,298.0,1.0,3875.443,0.0,NaN,12.814251
4153.7705,8.066875,298.0,1.0,4153.7705,0.0,NaN,12.306863
4295.9443,5.780087,298.0,1.0,4295.9443,0.0,NaN,6.368881
4411.493,4.2403545,298.0,1.0,4411.493,0.0,NaN,0.0
