ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,30.0,298.0,1.0,2500.0,0.0,NaN,0.0
3403.5254,18.980053,298.0,1.0,3403.5254,0.0,NaN,8.57558
3825.2769,14.539758,298.0,1.0,3825.2769,0.0,NaN,15.513346
4148.3174,9.270661,298.0,1.0,4148.3174,0.0,NaN,8.187273
4296.2085,19.374588,298.0,1.0,4296.2085,0.0,NaN,5.1570387
4187.0303,15.572004,298.0,1.0,4187.0303,0.0,NaN,9.804895
4438.81,6.6018915,298.0,1.0,4438.81,0.0,NaN,8.255506
4344.8843,9.431623,298.0,1.0,4344.8843,0.0,NaN,6.124997
4419.428,8.42445,298.0,1.0,4419.428,0.0,NaN,0.0
4229.599,12.736945,298.0,1.0,4229.599,0.0,NaN,6.6161423
4174.9824,14.494483,298.0,1.0,4174.9824,0.0,NaN,14.703661
4500.0,19.60024,298.0,1.0,4500.0,0.0,NaN,0.78618526
4500.0,21.126259,298.0,1.0,4500.0,0.0,NaN,6.000203
3979.7046,21.82075,298.0,1.0,3979.7046,0.0,NaN,6.885192
4411.266,14.309834,298.0,1.0,4411.266,0.0,NaN,8.092939
4222.3433,12.075324,298.0,1.0,4222.3433,0.0,NaN,11.89687
4227.2617,8.734217,298.0,1.0,4227.2617,0.0,NaN,14.221332
3887.275,7.5570874,298.0,1.0,3887.275,0.0,NaN,14.297393
4091.2139,9.567788,298.0,1.0,4091.2139,0.0,NaN,2.4705977
4043.8894,10.741287,298.0,1.0,4043.8894,0.0,NaN,6.3319416
4193.4624,9.2087555,298.0,1.0,4193.4624,0.0,NaN,1.256144
4495.0537,4.4460087,298.0,1.0,4495.0537,0.0,NaN,4.3769507
4277.2075,8.179439,298.0,1.0,4277.2075,0.0,NaN,12.198761
3895.1067,15.423115,298.0,1.0,3895.1067,0.0,NaN,6.7453027
4206.574,9.166209,298.0,1.0,4206.574,0.0,NaN,6.346509
4110.1455,7.692048,298.0,1.0,4110.1455,0.0,NaN,0.0
4099.6343,9.9203615,298.0,1.0,4099.6343,0.0,NaN,4.57336
4500.0,8.824255,298.0,1.0,4500.0,0.0,NaN,8.448315
4115.5576,8.665774,298.0,1.0,4115.5576,0.0,NaN,5.0579605
