ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,60.0,298.0,1.0,2500.0,0.0,NaN,0.0
2956.2961,49.847054,298.0,1.0,2956.2961,0.0,NaN,4.6960235
2577.5896,37.96159,298.0,1.0,2577.5896,0.0,NaN,10.414827
3396.964,27.457893,298.0,1.0,3396.964,0.0,NaN,3.9293408
4062.3083,21.688745,298.0,1.0,4062.3083,0.0,NaN,0.0
4209.2046,16.027063,298.0,1.0,4209.2046,0.0,NaN,5.6407213
4257.034,11.838519,298.0,1.0,4257.034,0.0,NaN,8.957878
4033.2856,9.065991,298.0,1.0,4033.2856,0.0,NaN,12.25788
4144.869,9.913908,298.0,1.0,4144.869,0.0,NaN,7.718432
4009.1067,12.344978,298.0,1.0,4009.1067,0.0,NaN,7.3429346
4500.0,12.623489,298.0,1.0,4500.0,0.0,NaN,4.469797
4368.664,13.356021,298.0,1.0,4368.664,0.0,NaN,8.061203
4500.0,13.441523,298.0,1.0,4500.0,0.0,NaN,15.022659
4126.74,10.146556,298.0,1.0,4126.74,0.0,NaN,10.245791
4391.1777,8.523883,298.0,1.0,4391.1777,0.0,NaN,2.6922047
3926.313,4.862194,298.0,1.0,3926.313,0.0,NaN,0.0
4106.538,7.789432,298.0,1.0,4106.538,0.0,NaN,0.0
4127.635,7.7405496,298.0,1.0,4127.635,0.0,NaN,3.957787
4267.818,13.597711,298.0,1.0,4267.818,0.0,NaN,9.508115
4500.0,10.9676075,298.0,1.0,4500.0,0.0,NaN,0.0
4424.2437,6.887891,298.0,1.0,4424.2437,0.0,NaN,2.910623
4397.7246,8.950104,298.0,1.0,4397.7246,0.0,NaN,11.916322
4135.745,5.016378,298.0,1.0,4135.745,0.0,NaN,6.227863
4368.9272,7.007287,298.0,1.0,4368.9272,0.0,NaN,3.9579244
4346.9956,14.21972,298.0,1.0,4346.9956,0.0,NaN,0.0
4081.076,11.732487,298.0,1.0,4081.076,0.0,NaN,0.0
3737.0732,10.422348,298.0,1.0,3737.0732,0.0,NaN,0.0
4209.5576,7.126691,298.0,1.0,4209.5576,0.0,NaN,3.530571
4073.1528,12.668732,298.0,1.0,4073.1528,0.0,NaN,6.194839
4274.2354,15.0198,298.0,1.0,4274.2354,0.0,NaN,7.364282
4318.38,10.775616,298.0,1.0,4318.38,0.0,NaN,14.273706
4180.8086,11.095211,298.0,1.0,4180.8086,0.0,NaN,7.055187
4422.0615,3.1777372,298.0,1.0,4422.0615,0.0,NaN,10.176963
4244.9165,11.705343,298.0,1.0,4244.9165,0.0,NaN,4.1687636
3894.3625,6.821101,298.0,1.0,3894.3625,0.0,NaN,10.971176
4225.67,4.7932982,298.0,1.0,4225.67,0.0,NaN,0.0
4329.187,8.497474,298.0,1.0,4329.187,0.0,NaN,12.141645
3674.4663,14.206503,298.0,1.0,3674.4663,0.0,NaN,12.654286
4323.1274,11.105285,298.0,1.0,4323.1274,0.0,NaN,12.625933
4500.0,14.09452,298.0,1.0,4500.0,0.0,NaN,10.017899
4443.9336,4.3833804,298.0,1.0,4443.9336,0.0,NaN,5.1564035
4332.34,18.36342,298.0,1.0,4332.34,0.0,NaN,15.494052
3803.6719,23.579329,298.0,1.0,3803.6719,0.0,NaN,9.702841
3889.5525,11.302262,298.0,1.0,3889.5525,0.0,NaN,1.9379497
4328.421,12.054644,298.0,1.0,4328.421,0.0,NaN,6.5175176
4163.739,16.96477,298.0,1.0,4163.739,0.0,NaN,2.034086
4240.621,12.133196,298.0,1.0,4240.621,0.0,NaN,0.0
4500.0,6.306294,298.0,1.0,4500.0,0.0,NaN,5.9194922
4101.6606,13.379246,298.0,1.0,4101.6606,0.0,NaN,7.1366606
4133.266,15.483221,298.0,1.0,4133.266,0.0,NaN,0.0
4337.9224,9.777126,298.0,1.0,4337.9224,0.0,NaN,3.284338
4112.5015,12.19929,298.0,1.0,4112.5015,0.0,NaN,2.111137
4343.5107,12.850317,298.0,1.0,4343.5107,0.0,NaN,4.1806164
4500.0,8.762944,298.0,1.0,4500.0,0.0,NaN,18.44649
4396.2017,8.014107,298.0,1.0,4396.2017,0.0,NaN,17.481703
4059.5176,12.767484,298.0,1.0,4059.5176,0.0,NaN,8.258286
4285.6943,3.0,298.0,1.0,4285.6943,0.0,NaN,1.5575826
4205.079,3.0,298.0,1.0,4205.079,0.0,NaN,7.421288
3907.9011,6.729003,298.0,1.0,3907.9011,0.0,NaN,7.1874886
3916.9219,5.7674494,298.0,1.0,3916.9219,0.0,NaN,8.025029
3891.743,11.846368,298.0,1.0,3891.743,0.0,NaN,2.808979
3870.5964,13.541548,298.0,1.0,3870.5964,0.0,NaN,10.207808
3868.4375,16.382587,298.0,1.0,3868.4375,0.0,NaN,1.546663
4244.8574,16.12,298.0,1.0,4244.8574,0.0,NaN,1.7619699
4105.2607,17.4786,298.0,1.0,4105.2607,0.0,NaN,0.0
4281.8643,13.731148,298.0,1.0,4281.8643,0.0,NaN,8.188566
3872.4497,10.183732,298.0,1.0,3872.4497,0.0,NaN,4.966447
4296.6343,7.015797,298.0,1.0,4296.6343,0.0,NaN,10.297739
4005.5112,4.4097795,298.0,1.0,4005.5112,0.0,NaN,16.288874
4052.9263,6.247148,298.0,1.0,4052.9263,0.0,NaN,8.918277
3920.079,14.20373,298.0,1.0,3920.079,0.0,NaN,2.0579398
4359.3193,7.4354773,298.0,1.0,4359.3193,0.0,NaN,9.303522
4440.5713,9.208187,298.0,1.0,4440.5713,0.0,NaN,15.067903
3782.319,13.547976,298.0,1.0,3782.319,0.0,NaN,12.455916
4000.0376,15.96379,298.0,1.0,4000.0376,0.0,NaN,8.182642
4500.0,9.044067,298.0,1.0,4500.0,0.0,NaN,1.9840837
4114.363,9.4674,298.0,1.0,4114.363,0.0,NaN,12.884527
4119.0034,3.0,298.0,1.0,4119.0034,0.0,NaN,14.475003
4500.0,8.732394,298.0,1.0,4500.0,0.0,NaN,11.205233
4304.1885,8.380549,298.0,1.0,4304.1885,0.0,NaN,5.5114326
4235.98,6.812631,298.0,1.0,4235.98,0.0,NaN,3.12801
4169.41,10.150415,298.0,1.0,4169.41,0.0,NaN,11.467877
3730.442,13.846351,298.0,1.0,3730.442,0.0,NaN,14.343506
3712.2336,19.902594,298.0,1.0,3712.2336,0.0,NaN,6.3664017
3735.9954,15.661296,298.0,1.0,3735.9954,0.0,NaN,0.0
4155.6396,15.185177,298.0,1.0,4155.6396,0.0,NaN,8.657521
4500.0,17.06763,298.0,1.0,4500.0,0.0,NaN,0.13154149
4425.9937,7.746474,298.0,1.0,4425.9937,0.0,NaN,4.851863
4108.754,5.3451114,298.0,1.0,4108.754,0.0,NaN,0.0
3989.9807,11.896195,298.0,1.0,3989.9807,0.0,NaN,3.0652852
4078.4282,12.099886,298.0,1.0,4078.4282,0.0,NaN,4.915869
4181.9834,18.039303,298.0,1.0,4181.9834,0.0,NaN,11.29618
4338.978,3.9087214,298.0,1.0,4338.978,0.0,NaN,5.032432
4500.0,7.529842,298.0,1.0,4500.0,0.0,NaN,1.1480957
4500.0,11.80541,298.0,1.0,4500.0,0.0,NaN,1.9509703
4500.0,11.604671,298.0,1.0,4500.0,0.0,NaN,0.0
4105.2607,17.4786,298.0,1.0,4105.2607,0.0,NaN,0.0
4281.8643,13.731148,298.0,1.0,4281.8643,0.0,NaN,8.188566
3872.4497,10.183732,298.0,1.0,3872.4497,0.0,NaN,4.966447
4296.6343,7.015797,298.0,1.0,4296.6343,0.0,NaN,10.297739
4005.5112,4.4097795,298.0,1.0,4005.5112,0.0,NaN,16.288874
4052.9263,6.247148,298.0,1.0,4052.9263,0.0,NaN,8.918277
3920.079,14.20373,298.0,1.0,3920.079,0.0,NaN,2.0579398
4359.3193,7.4354773,298.0,1.0,4359.3193,0.0,NaN,9.303522
4440.5713,9.208187,298.0,1.0,4440.5713,0.0,NaN,15.067903
3782.319,13.547976,298.0,1.0,3782.319,0.0,NaN,12.455916
4000.0376,15.96379,298.0,1.0,4000.0376,0.0,NaN,8.182642
4500.0,9.044067,298.0,1.0,4500.0,0.0,NaN,1.9840837
4114.363,9.4674,298.0,1.0,4114.363,0.0,NaN,12.884527
4119.0034,3.0,298.0,1.0,4119.0034,0.0,NaN,14.475003
4500.0,8.732394,298.0,1.0,4500.0,0.0,NaN,11.205233
4304.1885,8.380549,298.0,1.0,4304.1885,0.0,NaN,5.5114326
4235.98,6.812631,298.0,1.0,4235.98,0.0,NaN,3.12801
4169.41,10.150415,298.0,1.0,4169.41,0.0,NaN,11.467877
3730.442,13.846351,298.0,1.0,3730.442,0.0,NaN,14.343506
3712.2336,19.902594,298.0,1.0,3712.2336,0.0,NaN,6.3664017
3735.9954,15.661296,298.0,1.0,3735.9954,0.0,NaN,0.0
4155.6396,15.185177,298.0,1.0,4155.6396,0.0,NaN,8.657521
4500.0,17.06763,298.0,1.0,4500.0,0.0,NaN,0.13154149
4425.9937,7.746474,298.0,1.0,4425.9937,0.0,NaN,4.851863
4108.754,5.3451114,298.0,1.0,4108.754,0.0,NaN,0.0
3989.9807,11.896195,298.0,1.0,3989.9807,0.0,NaN,3.0652852
4078.4282,12.099886,298.0,1.0,4078.4282,0.0,NaN,4.915869
4181.9834,18.039303,298.0,1.0,4181.9834,0.0,NaN,11.29618
4338.978,3.9087214,298.0,1.0,4338.978,0.0,NaN,5.032432
4500.0,7.529842,298.0,1.0,4500.0,0.0,NaN,1.1480957
4500.0,11.80541,298.0,1.0,4500.0,0.0,NaN,1.9509703
4500.0,11.604671,298.0,1.0,4500.0,0.0,NaN,0.0
4114.332,9.62959,298.0,1.0,4114.332,0.0,NaN,4.5241265
4199.856,7.4530144,298.0,1.0,4199.856,0.0,NaN,10.486945
4240.4106,11.715034,298.0,1.0,4240.4106,0.0,NaN,11.448258
3917.4546,10.324704,298.0,1.0,3917.4546,0.0,NaN,8.044871
4100.6455,7.644891,298.0,1.0,4100.6455,0.0,NaN,15.338746
3918.8389,6.4467516,298.0,1.0,3918.8389,0.0,NaN,8.221287
4327.0015,10.166144,298.0,1.0,4327.0015,0.0,NaN,3.1087785
4093.642,9.769231,298.0,1.0,4093.642,0.0,NaN,7.3381214
4001.3486,11.065633,298.0,1.0,4001.3486,0.0,NaN,11.139497
4500.0,15.161877,298.0,1.0,4500.0,0.0,NaN,1.4421731
4500.0,10.103408,298.0,1.0,4500.0,0.0,NaN,3.592524
4500.0,6.3722386,298.0,1.0,4500.0,0.0,NaN,2.883759
4315.4443,5.5051336,298.0,1.0,4315.4443,0.0,NaN,7.1276455
4500.0,5.01746,298.0,1.0,4500.0,0.0,NaN,13.80429
4500.0,15.114646,298.0,1.0,4500.0,0.0,NaN,7.5321765
4150.212,10.022011,298.0,1.0,4150.212,0.0,NaN,19.96808
4500.0,6.55258,298.0,1.0,4500.0,0.0,NaN,10.929787
4363.2686,7.156145,298.0,1.0,4363.2686,0.0,NaN,0.6570995
4373.56,9.995036,298.0,1.0,4373.56,0.0,NaN,1.7213851
4402.8154,6.304223,298.0,1.0,4402.8154,0.0,NaN,11.231526
4452.2666,4.3770447,298.0,1.0,4452.2666,0.0,NaN,7.038027
3838.0005,10.723547,298.0,1.0,3838.0005,0.0,NaN,3.6082327
3945.771,10.975393,298.0,1.0,3945.771,0.0,NaN,10.307214
3920.0417,12.83462,298.0,1.0,3920.0417,0.0,NaN,8.529719
4041.838,15.355969,298.0,1.0,4041.838,0.0,NaN,7.008007
4177.3213,11.0546465,298.0,1.0,4177.3213,0.0,NaN,10.558954
4158.0664,11.530104,298.0,1.0,4158.0664,0.0,NaN,6.459534
3995.215,13.876059,298.0,1.0,3995.215,0.0,NaN,10.9868555
4050.641,11.856935,298.0,1.0,4050.641,0.0,NaN,0.9628922
4130.287,15.855674,298.0,1.0,4130.287,0.0,NaN,5.374992
