ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,60.0,298.0,1.0,2500.0,0.0,NaN,0.0
2087.0354,53.609493,298.0,1.0,2087.0354,0.0,NaN,2.6403546
1380.9911,51.001858,298.0,1.0,1380.9911,0.0,NaN,6.7054806
625.0935,3.0,298.0,1.0,625.0935,0.0,NaN,9.3671
0.0,3.0,298.0,1.0,0.0,0.0,NaN,9.965128
0.0,3.0,298.0,1.0,0.0,0.0,NaN,1.7368644
326.8002,3.0,298.0,1.0,326.8002,0.0,NaN,6.9517703
300.6063,3.0,298.0,1.0,300.6063,0.0,NaN,7.800162
0.0,3.0,298.0,1.0,0.0,0.0,NaN,3.6688657
113.52007,3.0,298.0,1.0,113.52007,0.0,NaN,10.635784
0.0,3.0,298.0,1.0,0.0,0.0,NaN,9.135723
0.0,3.0,298.0,1.0,0.0,0.0,NaN,7.2503777
566.3144,3.0,298.0,1.0,566.3144,0.0,NaN,5.649328
664.20306,3.0,298.0,1.0,664.20306,0.0,NaN,14.857742
526.5369,3.0,298.0,1.0,526.5369,0.0,NaN,13.429469
192.52092,3.0,298.0,1.0,192.52092,0.0,NaN,9.211877
581.22437,3.0,298.0,1.0,581.22437,0.0,NaN,9.54215
189.28268,3.0,298.0,1.0,189.28268,0.0,NaN,14.277781
315.65967,3.0,298.0,1.0,315.65967,0.0,NaN,11.144715
21.030396,3.0,298.0,1.0,21.030396,0.0,NaN,11.649015
221.9599,3.0,298.0,1.0,221.9599,0.0,NaN,5.731788
167.03954,3.0,298.0,1.0,167.03954,0.0,NaN,17.247223
0.0,3.0,298.0,1.0,0.0,0.0,NaN,4.813343
281.4933,3.0,298.0,1.0,281.4933,0.0,NaN,10.40841
152.50223,3.0,298.0,1.0,152.50223,0.0,NaN,9.837395
298.87628,3.0,298.0,1.0,298.87628,0.0,NaN,12.0634165
17.390505,3.0,298.0,1.0,17.390505,0.0,NaN,12.692753
0.0,3.0,298.0,1.0,0.0,0.0,NaN,16.221443
262.3738,3.0,298.0,1.0,262.3738,0.0,NaN,1.4041841
419.38834,3.0,298.0,1.0,419.38834,0.0,NaN,4.3423743
775.83203,3.0,298.0,1.0,775.83203,0.0,NaN,4.6554565
160.3446,3.0,298.0,1.0,160.3446,0.0,NaN,6.0539904
0.0,3.0,298.0,1.0,0.0,0.0,NaN,0.8198261
255.11858,3.0,298.0,1.0,255.11858,0.0,NaN,2.15092
21.733538,3.0,298.0,1.0,21.733538,0.0,NaN,3.0855
0.0,3.0,298.0,1.0,0.0,0.0,NaN,7.5368376
631.1789,3.0,298.0,1.0,631.1789,0.0,NaN,9.465212
220.79918,3.0,298.0,1.0,220.79918,0.0,NaN,8.309531
253.81355,3.0,298.0,1.0,253.81355,0.0,NaN,3.7055702
0.0,3.0,298.0,1.0,0.0,0.0,NaN,7.978609
228.45488,3.0,298.0,1.0,228.45488,0.0,NaN,11.146673
0.0,3.0,298.0,1.0,0.0,0.0,NaN,13.360882
335.60806,3.0,298.0,1.0,335.60806,0.0,NaN,10.362593
322.13034,3.0,298.0,1.0,322.13034,0.0,NaN,0.0
294.63947,3.0,298.0,1.0,294.63947,0.0,NaN,7.3897066
178.29716,3.0,298.0,1.0,178.29716,0.0,NaN,13.723662
207.89507,3.0,298.0,1.0,207.89507,0.0,NaN,17.749807
322.08838,3.0,298.0,1.0,322.08838,0.0,NaN,13.003293
123.458595,3.0,298.0,1.0,123.458595,0.0,NaN,8.659988
0.0,3.0,298.0,1.0,0.0,0.0,NaN,10.287961
50.348415,3.0,298.0,1.0,50.348415,0.0,NaN,2.7157693
30.064478,3.0,298.0,1.0,30.064478,0.0,NaN,13.436481
311.56848,3.0,298.0,1.0,311.56848,0.0,NaN,1.992473
0.0,3.0,298.0,1.0,0.0,0.0,NaN,12.664345
0.0,3.0,298.0,1.0,0.0,0.0,NaN,7.0955186
0.0,3.0,298.0,1.0,0.0,0.0,NaN,17.93658
445.52914,3.0,298.0,1.0,445.52914,0.0,NaN,19.966953
383.37698,3.0,298.0,1.0,383.37698,0.0,NaN,17.267265
535.1502,3.0,298.0,1.0,535.1502,0.0,NaN,8.477691
369.56857,3.0,298.0,1.0,369.56857,0.0,NaN,10.315379
268.33408,3.0,298.0,1.0,268.33408,0.0,NaN,7.3372307
0.0,3.0,298.0,1.0,0.0,0.0,NaN,8.590853
169.98218,3.0,298.0,1.0,169.98218,0.0,NaN,8.402816
629.9676,3.0,298.0,1.0,629.9676,0.0,NaN,8.675581
146.46336,3.0,298.0,1.0,146.46336,0.0,NaN,12.597367
226.95082,3.0,298.0,1.0,226.95082,0.0,NaN,8.885082
0.0,3.0,298.0,1.0,0.0,0.0,NaN,5.2798033
460.99973,3.0,298.0,1.0,460.99973,0.0,NaN,11.243123
183.02455,3.0,298.0,1.0,183.02455,0.0,NaN,10.646236
13.910874,3.0,298.0,1.0,13.910874,0.0,NaN,5.991757
314.638,3.0,298.0,1.0,314.638,0.0,NaN,15.074074
451.72583,3.0,298.0,1.0,451.72583,0.0,NaN,8.288961
471.831,3.0,298.0,1.0,471.831,0.0,NaN,10.546965
544.28326,3.0,298.0,1.0,544.28326,0.0,NaN,15.258619
221.16544,3.0,298.0,1.0,221.16544,0.0,NaN,17.532679
75.68845,3.0,298.0,1.0,75.68845,0.0,NaN,8.6992235
0.0,3.0,298.0,1.0,0.0,0.0,NaN,12.0815935
344.74045,3.0,298.0,1.0,344.74045,0.0,NaN,3.045228
434.38925,3.0,298.0,1.0,434.38925,0.0,NaN,0.42505264
194.27145,3.0,298.0,1.0,194.27145,0.0,NaN,12.08964
367.16626,3.0,298.0,1.0,367.16626,0.0,NaN,18.31842
112.316696,3.0,298.0,1.0,112.316696,0.0,NaN,9.415901
239.01285,3.0,298.0,1.0,239.01285,0.0,NaN,3.2199085
180.62935,3.0,298.0,1.0,180.62935,0.0,NaN,8.7551
0.0,3.0,298.0,1.0,0.0,0.0,NaN,9.301725
512.92487,3.0,298.0,1.0,512.92487,0.0,NaN,12.959316
244.95636,3.0,298.0,1.0,244.95636,0.0,NaN,16.650108
