ICE_in_ice_sp,ICE_in_mf,ICE_in_T_amb_K,ICE_in_p_amb_bar,PG_in_ice_sp,PG_in_em2_torque_soll,PG_in_torque_ICE,PG_in_brk
2500.0,20.0,298.0,1.0,2500.0,0.0,NaN,0.0
1351.53,13.794157,298.0,1.0,1351.53,0.0,NaN,8.078426
922.25836,3.0,298.0,1.0,922.25836,0.0,NaN,11.126062
365.5788,3.0,298.0,1.0,365.5788,0.0,NaN,20.875055
420.7069,3.0,298.0,1.0,420.7069,0.0,NaN,13.361573
243.82997,3.0,298.0,1.0,243.82997,0.0,NaN,21.652063
206.65616,3.0,298.0,1.0,206.65616,0.0,NaN,19.276384
160.53584,3.0,298.0,1.0,160.53584,0.0,NaN,12.8604145
386.86264,3.0,298.0,1.0,386.86264,0.0,NaN,19.648901
512.55804,3.0,298.0,1.0,512.55804,0.0,NaN,15.12025
335.20343,3.0,298.0,1.0,335.20343,0.0,NaN,11.297235
498.78854,3.0,298.0,1.0,498.78854,0.0,NaN,13.051611
378.27744,3.0,298.0,1.0,378.27744,0.0,NaN,8.691281
212.70146,3.0,298.0,1.0,212.70146,0.0,NaN,10.828132
327.78363,3.0,298.0,1.0,327.78363,0.0,NaN,19.266832
0.0,3.0,298.0,1.0,0.0,0.0,NaN,12.095558
332.56442,3.0,298.0,1.0,332.56442,0.0,NaN,17.008316
254.47069,3.0,298.0,1.0,254.47069,0.0,NaN,16.665548
0.0,3.0,298.0,1.0,0.0,0.0,NaN,18.113752
213.63312,3.0,298.0,1.0,213.63312,0.0,NaN,14.437446
338.3333,3.0,298.0,1.0,338.3333,0.0,NaN,7.8187885
133.20856,3.0,298.0,1.0,133.20856,0.0,NaN,14.698956
34.95133,3.0,298.0,1.0,34.95133,0.0,NaN,13.367587
199.13712,3.0,298.0,1.0,199.13712,0.0,NaN,18.939987
466.91077,3.0,298.0,1.0,466.91077,0.0,NaN,19.572496
324.26016,3.0,298.0,1.0,324.26016,0.0,NaN,7.4264913
213.64197,3.0,298.0,1.0,213.64197,0.0,NaN,7.3135376
319.98,3.0,298.0,1.0,319.98,0.0,NaN,7.8710585
153.16728,3.0,298.0,1.0,153.16728,0.0,NaN,9.18034
318.39606,3.0,298.0,1.0,318.39606,0.0,NaN,0.0
46.727165,3.0,298.0,1.0,46.727165,0.0,NaN,7.38554
329.97607,3.0,298.0,1.0,329.97607,0.0,NaN,8.304158
149.3014,3.0,298.0,1.0,149.3014,0.0,NaN,11.245075
135.27412,3.0,298.0,1.0,135.27412,0.0,NaN,6.7943664
407.69672,3.0,298.0,1.0,407.69672,0.0,NaN,0.0
490.33127,3.0,298.0,1.0,490.33127,0.0,NaN,16.516098
1043.8373,6.5534244,298.0,1.0,1043.8373,0.0,NaN,15.946171
586.9242,3.0,298.0,1.0,586.9242,0.0,NaN,11.480915
292.5028,3.0,298.0,1.0,292.5028,0.0,NaN,14.538026
534.34,3.0,298.0,1.0,534.34,0.0,NaN,18.353409
165.81013,3.0,298.0,1.0,165.81013,0.0,NaN,20.891169
348.45718,3.0,298.0,1.0,348.45718,0.0,NaN,13.327986
340.61493,3.0,298.0,1.0,340.61493,0.0,NaN,12.722262
375.24103,3.0,298.0,1.0,375.24103,0.0,NaN,5.871877
0.0,3.0,298.0,1.0,0.0,0.0,NaN,6.8115263
40.647133,3.0,298.0,1.0,40.647133,0.0,NaN,13.363591
101.384285,3.0,298.0,1.0,101.384285,0.0,NaN,13.118113
108.99438,3.0,298.0,1.0,108.99438,0.0,NaN,17.937529
